Date,Open,High,Low,Close,Adj Close,Volume,month,year,day
1962-03-27,7.273333999999998,7.273333999999999,7.146667,7.153333,0.5721930000000001,347200.0,3,1962,27
1962-03-28,7.159999999999997,7.213333,7.16,7.193333,0.575393,328000.0,3,1962,28
1962-03-29,7.193333000000003,7.226666000000001,7.173333,7.173333,0.573793,227200.0,3,1962,29
1962-03-30,7.159999999999997,7.16,7.07,7.103333,0.568194,435200.0,3,1962,30
1962-04-02,7.100000000000001,7.1,7.006667,7.006667,0.560462,371200.0,4,1962,2
1962-04-03,7.0,7.0,6.76,6.8333330000000005,0.546597,912000.0,4,1962,3
1962-04-04,6.833333000000003,6.893333,6.803333,6.803333,0.544197,648000.0,4,1962,4
1962-04-05,6.840000000000003,6.946667,6.84,6.946667,0.555662,912000.0,4,1962,5
1962-04-06,6.946666999999998,7.0,6.893333,6.94,0.555129,432000.0,4,1962,6
1962-04-09,6.939999999999998,6.98,6.893333,6.946667,0.555662,16000.0,4,1962,9
1962-04-10,6.946666999999998,6.973333,6.906667,6.973333,0.557796,256000.0,4,1962,10
1962-04-11,6.973332999999997,7.026667,6.88,6.88,0.55033,528000.0,4,1962,11
1962-04-12,6.880000000000003,6.893333,6.806667,6.806667,0.5444640000000001,400000.0,4,1962,12
1962-04-13,6.806666999999997,6.906667,6.8,6.906667,0.552463,627200.0,4,1962,13
1962-04-16,6.906666999999999,6.953333,6.826667,6.9,0.551929,507200.0,4,1962,16
1962-04-17,6.899999999999999,6.933333,6.866667,6.933333,0.554596,299200.0,4,1962,17
1962-04-18,6.9333329999999975,6.993333,6.913333000000001,6.92,0.553529,424000.0,4,1962,18
1962-04-19,6.920000000000002,6.946667,6.893333,6.92,0.553529,387200.0,4,1962,19
1962-04-23,6.920000000000002,6.926667,6.886667,6.913333000000001,0.552996,312000.0,4,1962,23
1962-04-24,6.9133330000000015,6.956666,6.9,6.906667,0.552463,456000.0,4,1962,24
1962-04-25,6.906666999999999,6.933333,6.8333330000000005,6.8333330000000005,0.546597,459200.0,4,1962,25
1962-04-26,6.8266670000000005,6.826667,6.66,6.66,0.532732,928000.0,4,1962,26
1962-04-27,6.659999999999997,6.733333,6.4,6.473333,0.5178010000000001,1632000.0,4,1962,27
1962-04-30,6.473332999999997,6.533333,6.0,6.053333,0.484205,2344000.0,4,1962,30
1962-05-01,6.053333000000002,6.193333,5.733333,6.16,0.492737,5315200.0,5,1962,1
1962-05-02,6.266666999999998,6.453333,6.266667,6.3,0.5039359999999999,2555200.0,5,1962,2
1962-05-03,6.299999999999997,6.453333,6.253334,6.43,0.5143340000000001,1359999.9999999995,5,1962,3
1962-05-04,6.43,6.48,6.366667,6.48,0.518334,779200.0,5,1962,4
1962-05-07,6.480000000000004,6.53,6.336666999999999,6.336666999999999,0.506869,827200.0,5,1962,7
1962-05-08,6.328333000000001,6.328333,6.126666999999999,6.126666999999999,0.490148,1032000.0,5,1962,8
1962-05-09,6.126666999999998,6.183333,6.0,6.013333,0.48108100000000004,1600000.0,5,1962,9
1962-05-10,6.013333000000003,6.13,5.986667,6.04,0.48321400000000003,1907200.0,5,1962,10
1962-05-11,6.039999999999999,6.133333,5.92,5.946667,0.47574799999999995,1896000.0,5,1962,11
1962-05-14,5.946666999999998,6.06,5.843333,6.06,0.484814,2728000.0,5,1962,14
1962-05-15,6.060000000000002,6.173333,6.026667,6.026667,0.48214799999999997,1683200.0,5,1962,15
1962-05-16,6.026667000000003,6.126666999999999,6.026667,6.093333,0.48748199999999997,879999.9999999995,5,1962,16
1962-05-17,6.093333000000001,6.093333,5.96,5.986667,0.47894799999999993,971200.0,5,1962,17
1962-05-18,5.986666999999997,6.02,5.94,6.02,0.48161400000000004,731200.0,5,1962,18
1962-05-21,6.019999999999996,6.02,5.946667,6.0,0.48001400000000005,395200.0,5,1962,21
1962-05-22,5.993333,5.993333,5.8,5.8,0.46401400000000004,1000000.0,5,1962,22
1962-05-23,5.799999999999997,5.84,5.536667,5.536667,0.44294700000000004,2891200.0,5,1962,23
1962-05-24,5.536667000000001,5.68,5.306667,5.306667,0.424546,4152000.0,5,1962,24
1962-05-25,5.306666999999997,5.426667,5.173333,5.313333999999999,0.42508,4299200.0,5,1962,25
1962-05-28,5.2933340000000015,5.293334,4.733333,4.813333999999999,0.38507800000000003,4320000.0,5,1962,28
1962-05-29,4.873333000000002,5.16,4.873333000000001,5.106667,0.408545,3856000.0,5,1962,29
1962-05-31,5.200000000000003,5.3333330000000005,5.2,5.233333,0.418679,4128000.0,5,1962,31
1962-06-01,5.213332999999999,5.213333,5.103333,5.133333,0.410679,2411200.0,6,1962,1
1962-06-04,5.0666670000000025,5.066667,4.8,4.8,0.38401199999999996,1811200.0,6,1962,4
1962-06-05,4.799999999999997,4.986667,4.706666,4.855,0.388412,3160000.0,6,1962,5
1962-06-06,4.855000000000004,5.013333,4.826667,4.873333000000001,0.389878,2880000.0,6,1962,6
1962-06-07,4.906666999999999,4.986667,4.906667,4.933333,0.394679,1227200.0,6,1962,7
1962-06-08,4.936666000000002,5.013333,4.936666000000001,4.95,0.396012,1168000.0,6,1962,8
1962-06-11,4.950000000000003,4.96,4.78,4.786667,0.382945,1187200.0,6,1962,11
1962-06-12,4.733333000000002,4.733333,4.468333,4.468333,0.357477,3328000.0,6,1962,12
1962-06-13,4.468333000000001,4.573333,4.296667,4.301667,0.344144,4384000.0,6,1962,13
1962-06-14,4.301667000000002,4.423333,4.0,4.08,0.32641,6675200.0,6,1962,14
1962-06-15,4.079999999999998,4.46,4.006667,4.446667,0.355744,6328000.0,6,1962,15
1962-06-18,4.446666999999998,4.53,4.233333,4.396667,0.351744,4768000.0,6,1962,18
1962-06-19,4.396667000000001,4.48,4.346667,4.48,0.35841100000000004,2104000.0,6,1962,19
1962-06-20,4.480000000000004,4.57,4.373333000000001,4.373333000000001,0.349877,3059200.0,6,1962,20
1962-06-21,4.32,4.32,4.203333,4.21,0.33681,3707200.0,6,1962,21
1962-06-22,4.210000000000001,4.286667,4.14,4.266667,0.341344,3371200.0,6,1962,22
1962-06-25,4.266666999999998,4.48,4.206666,4.433333,0.354677,3792000.0,6,1962,25
1962-06-26,4.4333329999999975,4.52,4.266667,4.266667,0.341344,3227200.0,6,1962,26
1962-06-27,4.273333999999998,4.44,4.273333999999999,4.44,0.355211,2955200.0,6,1962,27
1962-06-28,4.469999999999999,4.646667,4.47,4.586666999999999,0.366944,4083200.0,6,1962,28
1962-06-29,4.5866669999999985,4.633333,4.51,4.523333999999999,0.36187800000000003,2824000.0,6,1962,29
1962-07-02,4.523333999999998,4.6666669999999995,4.513333,4.6666669999999995,0.373345,1392000.0,7,1962,2
1962-07-03,4.666666999999997,4.716667,4.64,4.686666000000001,0.374945,2584000.0,7,1962,3
1962-07-05,4.686666000000002,4.706666,4.65,4.6666669999999995,0.373345,2016000.0,7,1962,5
1962-07-06,4.613332999999997,4.613333,4.56,4.6,0.36801100000000003,1624000.0,7,1962,6
1962-07-09,4.600000000000001,4.673333,4.546667,4.67,0.373611,1888000.0,7,1962,9
1962-07-10,4.75,4.823333,4.75,4.783333,0.382678,3048000.0,7,1962,10
1962-07-11,4.783332999999999,4.993333,4.763333,4.991667,0.399345,3312000.0,7,1962,11
1962-07-12,5.003334000000002,5.196667,5.003334,5.053333,0.404279,3299200.0,7,1962,12
1962-07-13,5.053333000000002,5.086666999999999,4.966667,5.016667,0.401345,2104000.0,7,1962,13
1962-07-16,5.016666999999998,5.1,4.966667,5.1,0.408012,1656000.0,7,1962,16
1962-07-17,5.100000000000001,5.126666999999999,4.933333,4.935,0.394812,1707200.0,7,1962,17
1962-07-18,4.935000000000002,4.96,4.826667,4.87,0.389612,2435200.0,7,1962,18
1962-07-19,4.896667000000001,5.013333,4.896667,4.9,0.39201199999999997,2195199.9999999995,7,1962,19
1962-07-20,4.9133330000000015,4.986667,4.913333000000001,4.96,0.396812,675200.0,7,1962,20
1962-07-23,4.960000000000001,5.026667,4.953333,4.973333,0.397879,840000.0,7,1962,23
1962-07-24,4.946666999999998,4.946667,4.843333,4.843333,0.38747800000000004,888000.0,7,1962,24
1962-07-25,4.843333000000001,4.913333000000001,4.783333,4.9,0.39201199999999997,1875200.0,7,1962,25
1962-07-26,4.9233329999999995,4.973333,4.923333,4.926667,0.39414499999999997,947200.0,7,1962,26
1962-07-27,4.926667000000002,5.011667,4.923333,5.011667,0.400945,947200.0,7,1962,27
1962-07-30,5.0433340000000015,5.165,5.043334,5.165,0.413213,2848000.0,7,1962,30
1962-07-31,5.164999999999999,5.246666,5.16,5.16,0.412812,2771200.0,7,1962,31
1962-08-01,5.146667000000001,5.146667,5.016667,5.016667,0.401345,1216000.0,8,1962,1
1962-08-02,5.019999999999996,5.143333,5.02,5.143333,0.411479,1488000.0,8,1962,2
1962-08-03,5.143332999999998,5.1666669999999995,5.093333,5.133333,0.410679,947200.0,8,1962,3
1962-08-06,5.133333,5.153333,5.06,5.066667,0.40534499999999996,6603200.0,8,1962,6
1962-08-07,5.061666000000002,5.061666000000001,4.976666000000001,4.976666000000001,0.39822399999999997,915200.0,8,1962,7
1962-08-08,4.976666000000002,5.106667,4.94,5.09,0.40729299999999996,1576000.0,8,1962,8
1962-08-09,5.0866669999999985,5.086666999999999,5.001666999999999,5.02,0.40169099999999996,1288000.0,8,1962,9
1962-08-10,5.019999999999996,5.063333999999999,5.001666999999999,5.01,0.400891,976000.0,8,1962,10
1962-08-13,5.013333000000003,5.063333999999999,5.013333,5.05,0.404092,1019200.0,8,1962,13
1962-08-14,5.049999999999997,5.146667,5.0416669999999995,5.146667,0.41182700000000005,1896000.0,8,1962,14
1962-08-15,5.1533330000000035,5.256667,5.153333,5.153333,0.41236000000000006,2344000.0,8,1962,15
1962-08-16,5.1533330000000035,5.236667,5.143333,5.15,0.41209300000000004,1272000.0,8,1962,16
1962-08-17,5.149999999999999,5.22,5.146667,5.193333,0.41556099999999996,888000.0,8,1962,17
1962-08-20,5.219999999999999,5.296667,5.22,5.25,0.420095,1803200.0,8,1962,20
1962-08-21,5.25,5.306667,5.226666000000001,5.236667,0.419029,1296000.0,8,1962,21
1962-08-22,5.246665999999998,5.486667,5.246666,5.453333,0.436366,3304000.0,8,1962,22
1962-08-23,5.453333000000001,5.53,5.43,5.473333,0.437967,2920000.0,8,1962,23
1962-08-24,5.473332999999997,5.48,5.433333,5.453333,0.436366,1248000.0,8,1962,24
1962-08-27,5.453333000000001,5.49,5.433333,5.44,0.435299,912000.0,8,1962,27
1962-08-28,5.436666000000002,5.436666000000001,5.246666,5.246666,0.419828,2747200.0,8,1962,28
1962-08-29,5.246665999999998,5.28,5.176667,5.213333,0.41716099999999995,2520000.0,8,1962,29
1962-08-30,5.213332999999999,5.26,5.16,5.17,0.41369399999999995,947200.0,8,1962,30
1962-08-31,5.18,5.303333,5.18,5.283333,0.422763,1227200.0,8,1962,31
1962-09-04,5.283332999999999,5.353333,5.146667,5.1666669999999995,0.41342700000000004,1624000.0,9,1962,4
1962-09-05,5.166666999999997,5.226666000000001,5.086666999999999,5.106667,0.40862600000000004,2248000.0,9,1962,5
1962-09-06,5.106667000000002,5.185,5.08,5.173333,0.41396099999999997,1811200.0,9,1962,6
1962-09-07,5.1733329999999995,5.211666999999999,5.096667,5.096667,0.407826,1320000.0,9,1962,7
1962-09-10,5.0966669999999965,5.156667,5.033333,5.123333000000001,0.40996000000000005,1803200.0,9,1962,10
1962-09-11,5.123333000000002,5.17,5.08,5.093333,0.407559,1539200.0,9,1962,11
1962-09-12,5.100000000000001,5.153333,5.1,5.115,0.40929299999999996,1299200.0,9,1962,12
1962-09-13,5.115000000000002,5.153333,5.111667,5.113333,0.40915999999999997,843200.0,9,1962,13
1962-09-14,5.113332999999997,5.186666000000001,5.106667,5.176667,0.414228,1091200.0,9,1962,14
1962-09-17,5.186666000000002,5.276667,5.186666000000001,5.266667,0.421429,1456000.0,9,1962,17
1962-09-18,5.266666999999998,5.331666,5.22,5.226666000000001,0.418228,2280000.0,9,1962,18
1962-09-19,5.226666000000002,5.246666,5.15,5.15,0.41209300000000004,1467200.0,9,1962,19
1962-09-20,5.149999999999999,5.193333,5.096667,5.103333,0.40836,879999.9999999995,9,1962,20
1962-09-21,5.100000000000001,5.1,5.006667,5.023333999999999,0.401958,2135999.9999999995,9,1962,21
1962-09-24,4.966667000000001,4.966667,4.823333,4.826667,0.386221,2619200.0,9,1962,24
1962-09-25,4.8266670000000005,4.923333,4.786667,4.923333,0.393956,2440000.0,9,1962,25
1962-09-26,4.9233329999999995,4.93,4.74,4.74,0.379286,2051200.0,9,1962,26
1962-09-27,4.740000000000002,4.796667,4.646667,4.6666669999999995,0.37341799999999997,2880000.0,9,1962,27
1962-09-28,4.670000000000002,4.753334,4.67,4.713333,0.377152,1416000.0,9,1962,28
1962-10-01,4.713332999999999,4.713333,4.536667,4.538333000000001,0.363149,1848000.0,10,1962,1
1962-10-02,4.5766670000000005,4.683333,4.576667,4.671667,0.373818,2832000.0,10,1962,2
1962-10-03,4.671666999999999,4.746666,4.626666999999999,4.646667,0.371818,1800000.0,10,1962,3
1962-10-04,4.646667000000001,4.773333999999999,4.626666999999999,4.77,0.381687,1299200.0,10,1962,4
1962-10-05,4.769999999999996,4.825,4.736667,4.803333,0.384354,1739200.0000000005,10,1962,5
1962-10-08,4.803333000000002,4.82,4.786667,4.796667,0.383821,635200.0,10,1962,8
1962-10-09,4.813333999999998,4.9,4.813333999999999,4.883333,0.390755,1179200.0,10,1962,9
1962-10-10,4.883333,4.956666,4.763333,4.788333000000001,0.383154,1811200.0,10,1962,10
1962-10-11,4.7883330000000015,4.846667,4.736667,4.746666,0.37982,1359999.9999999995,10,1962,11
1962-10-12,4.746665999999998,4.756667,4.693333,4.736667,0.379019,1035200.0,10,1962,12
1962-10-15,4.759999999999998,4.893333,4.76,4.893333,0.391556,928000.0,10,1962,15
1962-10-16,4.893332999999998,4.913333000000001,4.766667,4.766667,0.38142,1259199.9999999995,10,1962,16
1962-10-17,4.766666999999998,4.866667,4.74,4.82,0.38568800000000003,1379200.0,10,1962,17
1962-10-18,4.82,4.853333,4.735,4.735,0.378886,976000.0,10,1962,18
1962-10-19,4.734999999999999,4.746666,4.64,4.641667,0.37141799999999997,2368000.0,10,1962,19
1962-10-22,4.598332999999997,4.598333,4.516667,4.573333,0.36595,2739200.0,10,1962,22
1962-10-23,4.573332999999998,4.573333,4.4,4.4,0.35208,2520000.0,10,1962,23
1962-10-24,4.399999999999999,4.533333,4.293334,4.533333,0.362749,3688000.0,10,1962,24
1962-10-25,4.533332999999999,4.54,4.426667,4.513333,0.361149,2675200.0,10,1962,25
1962-10-26,4.493333,4.493333,4.39,4.42,0.35368099999999997,1547200.0,10,1962,26
1962-10-29,4.506667,4.596667,4.506667,4.593333,0.36755,3520000.0,10,1962,29
1962-10-30,4.593333000000001,4.693333,4.548333,4.69,0.375285,2643200.0,10,1962,30
1962-10-31,4.68,4.68,4.59,4.613333,0.36915,1176000.0,10,1962,31
1962-11-01,4.613332999999997,4.693333,4.56,4.693333,0.375552,1992000.0,11,1962,1
1962-11-02,4.693333000000003,4.931667,4.626666999999999,4.763333,0.381153,3131200.0,11,1962,2
1962-11-05,4.789999999999999,4.856667,4.79,4.82,0.38576900000000003,1728000.0,11,1962,5
1962-11-07,4.82,4.886667,4.746666,4.816667,0.385502,1744000.0,11,1962,7
1962-11-08,4.8166670000000025,4.866667,4.736667,4.736667,0.37909899999999996,1272000.0,11,1962,8
1962-11-09,4.759999999999998,4.82,4.76,4.816667,0.385502,1096000.0,11,1962,9
1962-11-12,4.873333000000002,4.986667,4.873333000000001,4.98,0.398574,2171200.0,11,1962,12
1962-11-13,4.980000000000004,5.006667,4.89,4.89,0.391371,2112000.0,11,1962,13
1962-11-14,4.896667000000001,5.006667,4.896667,4.993333,0.39964099999999997,1840000.0000000005,11,1962,14
1962-11-15,4.993333,5.058333,4.966667,4.966667,0.397507,2080000.0,11,1962,15
1962-11-16,4.966667000000001,5.046667,4.92,5.046667,0.40391,1499200.0,11,1962,16
1962-11-19,5.046666999999999,5.046667,4.96,4.96,0.396974,936000.0,11,1962,19
1962-11-20,4.986666999999997,5.045,4.986667,5.018333,0.401643,1120000.0,11,1962,20
1962-11-21,5.018332999999998,5.063333999999999,4.993333,5.03,0.40257600000000004,1595200.0,11,1962,21
1962-11-23,5.030000000000001,5.173333,5.003334,5.173333,0.41404799999999997,2763200.0,11,1962,23
1962-11-26,5.1733329999999995,5.263333,5.153333,5.183333,0.41484799999999994,2139200.0,11,1962,26
1962-11-27,5.1833329999999975,5.276667,5.153333,5.263333,0.42125100000000004,1728000.0,11,1962,27
1962-11-28,5.273333999999998,5.346667,5.273333999999999,5.3,0.42418599999999995,2656000.0,11,1962,28
1962-11-29,5.299999999999997,5.346667,5.29,5.346667,0.427921,1752000.0,11,1962,29
1962-11-30,5.3466669999999965,5.356667,5.296667,5.313333999999999,0.425253,1299200.0,11,1962,30
1962-12-03,5.259999999999998,5.26,5.203333,5.22,0.417782,1288000.0,12,1962,3
1962-12-04,5.233333000000002,5.345,5.233333,5.336666999999999,0.42712,1755200.0,12,1962,4
1962-12-05,5.3366669999999985,5.413333000000001,5.316667,5.316667,0.42552,2139200.0,12,1962,5
1962-12-06,5.3166670000000025,5.383333,5.306667,5.313333999999999,0.425253,1384000.0,12,1962,6
1962-12-07,5.313333999999998,5.37,5.3,5.3,0.42418599999999995,1115200.0,12,1962,7
1962-12-10,5.299999999999997,5.343333,5.186666000000001,5.186666000000001,0.41511499999999996,1475200.0,12,1962,10
1962-12-11,5.186666000000002,5.233333,5.15,5.1666669999999995,0.41351400000000005,1128000.0,12,1962,11
1962-12-12,5.193333000000003,5.26,5.193333,5.25,0.420184,768000.0,12,1962,12
1962-12-13,5.25,5.276667,5.1666669999999995,5.173333,0.41404799999999997,1120000.0,12,1962,13
1962-12-14,5.1733329999999995,5.21,5.14,5.193333,0.41564799999999996,995200.0,12,1962,14
1962-12-17,5.193333000000003,5.226666000000001,5.12,5.133333,0.410846,904000.0000000005,12,1962,17
1962-12-18,5.133333,5.176667,5.086666999999999,5.096667,0.407911,875200.0,12,1962,18
1962-12-19,5.0966669999999965,5.233333,5.096667,5.228333,0.41845,963200.0000000005,12,1962,19
1962-12-20,5.228332999999999,5.293334,5.228333,5.228333,0.41845,1272000.0,12,1962,20
1962-12-21,5.228332999999999,5.246666,5.136667,5.136667,0.411113,899200.0,12,1962,21
1962-12-24,5.171666999999999,5.253334,5.171667,5.253334,0.42045,675200.0,12,1962,24
1962-12-26,5.253334000000002,5.293334,5.23,5.25,0.420184,723200.0,12,1962,26
1962-12-27,5.25,5.276667,5.193333,5.213333,0.417249,784000.0,12,1962,27
1962-12-28,5.213332999999999,5.24,5.206666,5.233333,0.41885,579200.0,12,1962,28
1962-12-31,5.233333000000002,5.263333,5.193333,5.2,0.416182,1048000.0,12,1962,31
1963-01-02,5.200000000000003,5.2,5.123333000000001,5.13,0.41058,2387200.0,1,1963,2
1963-01-03,5.140000000000001,5.286667,5.14,5.286667,0.42311800000000005,1120000.0,1,1963,3
1963-01-04,5.2933340000000015,5.343333,5.293334,5.293334,0.42365200000000003,1536000.0,1,1963,4
1963-01-07,5.2933340000000015,5.343333,5.24,5.25,0.420184,879999.9999999995,1,1963,7
1963-01-08,5.2933340000000015,5.38,5.293334,5.38,0.430588,1803200.0,1,1963,8
1963-01-09,5.380000000000003,5.433333,5.35,5.383333,0.43085500000000004,1907200.0,1,1963,9
1963-01-10,5.396667000000001,5.453333,5.396667,5.42,0.43378999999999995,1547200.0,1,1963,10
1963-01-11,5.420000000000002,5.436666000000001,5.386667,5.436666000000001,0.435123,1347200.0,1,1963,11
1963-01-14,5.436666000000002,5.53,5.436666000000001,5.523333999999999,0.44206000000000006,2472000.0,1,1963,14
1963-01-15,5.523333999999998,5.573333,5.5,5.533333,0.44286000000000003,2080000.0,1,1963,15
1963-01-16,5.526667000000003,5.526667,5.426667,5.446667,0.435924,1264000.0,1,1963,16
1963-01-17,5.4566659999999985,5.53,5.456666,5.516667,0.44152700000000006,1211200.0,1,1963,17
1963-01-18,5.516666999999998,5.54,5.473333,5.5,0.44019300000000006,851200.0,1,1963,18
1963-01-21,5.5,5.52,5.446667,5.52,0.44179300000000005,875200.0,1,1963,21
1963-01-22,5.519999999999996,5.5833330000000005,5.52,5.53,0.442594,928000.0,1,1963,22
1963-01-23,5.530000000000001,5.553333,5.513333,5.523333999999999,0.44206000000000006,659200.0,1,1963,23
1963-01-24,5.523333999999998,5.58,5.52,5.546667,0.443927,928000.0,1,1963,24
1963-01-25,5.546666999999999,5.58,5.52,5.58,0.44659499999999996,696000.0,1,1963,25
1963-01-28,5.5966669999999965,5.66,5.596667,5.66,0.45299799999999996,1587200.0,1,1963,28
1963-01-29,5.659999999999997,5.66,5.62,5.623333000000001,0.450063,736000.0,1,1963,29
1963-01-30,5.623333000000002,5.63,5.573333,5.593333,0.447662,720000.0,1,1963,30
1963-01-31,5.593333000000001,5.653333,5.573333,5.65,0.45219799999999993,995200.0,1,1963,31
1963-02-01,5.649999999999999,5.665,5.64,5.65,0.45219799999999993,539200.0,2,1963,1
1963-02-04,5.649999999999999,5.656667,5.596667,5.603333,0.448463,627200.0,2,1963,4
1963-02-05,5.603332999999999,5.623333000000001,5.566667,5.613333,0.44937,760000.0,2,1963,5
1963-02-06,5.613332999999997,5.65,5.576667,5.576667,0.446434,699200.0,2,1963,6
1963-02-07,5.5866669999999985,5.633333,5.586666999999999,5.586666999999999,0.44723500000000005,648000.0,2,1963,7
1963-02-08,5.5866669999999985,5.62,5.573333,5.6,0.44830200000000003,600000.0,2,1963,8
1963-02-11,5.600000000000001,5.61,5.57,5.57,0.44590100000000005,456000.0,2,1963,11
1963-02-12,5.57,5.58,5.51,5.58,0.44670200000000004,912000.0,2,1963,12
1963-02-13,5.579999999999998,5.6,5.566667,5.566667,0.44563400000000003,627200.0,2,1963,13
